339,Fri Apr 07 16:18:29 CEST 2017 - *｡･Infinity･｡* - Polska : RT"
340,"@Polish1DUpdates:"
341,"#SignofTheTimes"
342,"sprzedało"
343,"się"
344,"do"
345,"pory"
346,"nakładzie"
347,"170K"
348,"kopii"
349,"samym"
350,"UK"
351,"i"
352,"USA."
353,Fri Apr 07 16:18:29 CEST 2017 - Sign Of The Times 💚 - León, Guanajuato : Estoy"
354,"tan"
355,"orgullosa"
356,"todo"
357,"lo"
358,"logrado"
359,"hasta"
360,"mis"
361,"lágrimas"
362,"lloran"
363,"😭😭😭😭😭"
364,"#HarryDay"
365,Fri Apr 07 16:18:29 CEST 2017 - schandra 🐼🌻 - hardin : #SignOfTheTimes"
366,"was"
367,"moaning"
368,"crying"
369,"mins"
370,"40"
371,"secs"
372,Fri Apr 07 16:18:29 CEST 2017 - HS. - USA & Scotland : RT"
373,"@matty_selley:"
374,"Congratulations"
375,"incredible"
376,"song,"
377,"super"
378,"proud!"
379,"Well"
380,"done!"
381,"#harrystyles"
382,"https://t.co/e13nqfJ9…"
383,Fri Apr 07 16:18:29 CEST 2017 - Paola -  : RT"
384,"@andreammo_:"
385,"es"
386,"ese"
387,"amigo"
388,"siempre"
389,"primero"
390,"así"
391,"tipo"
392,"https://t.co/I2CZpwHXBZ"
393,Fri Apr 07 16:18:29 CEST 2017 - Kølumna - Stuttgart, Germany : RT"
394,"@sk8ismylove:"
395,"Kto"
396,"wydał"
397,"dzisiaj"
398,"prawdziwy"
399,"hit?"
400,"https://t.co/XmDnMxVLqJ"
401,Fri Apr 07 16:18:29 CEST 2017 - Italia🌹🔪 - Leeds, England : RT"
402,"sobre"
403,"Dunkirk:"
404,""Estaba"
405,"muy"
406,"emocionado"
407,"por"
408,"formar"
409,"parte."
410,"Soy"
411,"un"
412,"gran"
413,"fan"
414,"sus"
415,"películas"#SignOfTheTimes"
416,Fri Apr 07 16:18:29 CEST 2017 - ba-ba-ba-baby -  : RT"
417,"RT"
418,"if"
419,"you're"
420,"into"
421,"single!"
422,"https://t.co/1e0oEZT09K"
423,Fri Apr 07 16:18:29 CEST 2017 - Alexa Horan❤ -  : RT"
424,"@iHeartRadio:"
425,"He's"
426,"back!"
427,"Who"
428,"else"
429,"in"
430,"#SignOfTheTimes?"
431,"https://t.co/FvtnQaAKA0"
432,Fri Apr 07 16:18:28 CEST 2017 - jessii -  : #SignOfTheTimes🐰🐰🐰"
433,Fri Apr 07 16:18:28 CEST 2017 - Ania Lopez - Culiacán, Sinaloa : RT"
434,"@HarryArgentina:"
435,"(2)"
436,"7/04:"
437,"hablando"
438,"siendo"
439,"padres,"
440,"entrevista"
441,"con"
442,"Elvis"
443,"Duncan."
444,"https://t…"
445,Fri Apr 07 16:18:28 CEST 2017 - #Kathe_Calder - Mungia, España : RT"
446,"WOW"
447,"BEAUTIFUL!"
448,Fri Apr 07 16:18:28 CEST 2017 - Yared❄ - MEXICO : RT"
449,"@UpdatesRCP1D:"
450,"El"
451,"ht"
452,"esta"
453,"enyre"
454,"las"
455,"tendencias"
456,"mundiales"
457,"Zay"
458,"#OneDirection"
459,"#YouKnowYouLoveThem"
460,"@radiodisney"
461,"https:/…"
462,Fri Apr 07 16:18:28 CEST 2017 - 🌸 -  : RT"
463,Fri Apr 07 16:18:28 CEST 2017 - ㅤ‏ NINJA - in your bed : RT"
464,"@zmxts:"
465,"Legends"
466,"only"
467,"https://t.co/U8ZVkfB4Cd"
468,Fri Apr 07 16:18:28 CEST 2017 - . - louisandharry : ESSA"
469,"MÚSICA"
470,Fri Apr 07 16:18:28 CEST 2017 - MARY CHRISTMAS - Shawn followed on 1.24.15 :) : RT"
471,"@UKMoments:"
472,"If"
473,"haven't"
474,"heard"
475,"#signofthetimes,"
476,"can"
477,"get"
478,"taste"
479,"here,"
480,"as"
481,"well"
482,"reaction"
483,"@Harry_Styles.https://t.c…"
484,Fri Apr 07 16:18:28 CEST 2017 - sofía | HS1🌻 - 1d, zayn, teen wolf : RT"
485,"@WorldNotes1D:"
486,"hoy"
487,"su"
488,"snapchat"
489,"cuando"
490,"estas"
491,"feliz"
492,"despertar"
493,"Masters"
494,"https://t.co/UNw3AdPvRN"
495,Fri Apr 07 16:18:28 CEST 2017 - whthevampx - Ceará, Brasil : RT"
496,"@Project_1DBr:"
497,"QUANDO"
498,"HINO"
499,"É"
500,"#SignOfTheTimes#HarryStyles"
501,"https://t.co/KWPAu3BDrO"
502,Fri Apr 07 16:18:28 CEST 2017 - ¨*s e i b e l 🍀 - Lima. : RT"
503,"dijo"
504,"le"
505,"gusta"
506,"llevar"
507,"velas"
508,"casa"
509,"consigo"
510,"viaja"
511,"porque"
512,"recuerdan"
513,"hogar."
514,Fri Apr 07 16:18:28 CEST 2017 - marina -  : RT"
515,"@1DCharts:"
516,"segundo"
517,"estimativas"
518,"cerca"
519,"+140.000"
520,"mil"
521,"nos"
522,"Estados"
523,"Unidos."
524,"https://t.co/svTMf8Tmnb"
525,Fri Apr 07 16:18:28 CEST 2017 - HS1, All The Love - London, UK : RT"
526,Fri Apr 07 16:18:28 CEST 2017 - Noa Donvan -  : RT"
527,"@1DInfoForFans:"
528,"currently"
529,"81"
530,"countries"
531,"charts."
532,"(via"
533,"@HSupdating)"
534,"https://t.co/5ikrB6sCDM"
535,Fri Apr 07 16:18:28 CEST 2017 - karinne - São Paulo, Brasil : RT"
536,"@OneDirectionBsl:"
537,"Shawn"
538,"Mendes"
539,"tweetou"
540,"isto"
541,"Harry."
542,"https://t.co/RXoB0QcASY"
543,Fri Apr 07 16:18:28 CEST 2017 - جاسمينّ - Hogwarts : RT"
544,Fri Apr 07 16:18:28 CEST 2017 - 😍 -  : RT"
545,Fri Apr 07 16:18:28 CEST 2017 - SIGN OF THE TIMES - Baja California Sur, México : .@Harry_Styles"
546,Fri Apr 07 16:18:28 CEST 2017 - Jønas - Mi Buenos Aires querido : RT"
547,"@1directionerpro:"
548,"person:"
549,"hey"
550,"how's"
551,"your"
552,"d--me:#SignOfTheTimes"
553,"https://t.co/y375w5saOm"
554,Fri Apr 07 16:18:27 CEST 2017 - ℋ 🌹✝ Fra
555,💚#HS1!! - Holmes Chapel, England : RT"
556,Fri Apr 07 16:18:27 CEST 2017 - Andy1DLiFlor -  : RT"
557,"@ColumbiaRecords:"
558,"🎶"
559,"Just"
560,"crying,"
561,"it's"
562,"🎶@Harry_Styles'"
563,"single"
564,"out"
565,"@AppleMusic"
566,"https://t.co/V…"
567,Fri Apr 07 16:18:27 CEST 2017 - Veera - Amsterdam : #AppleMusic"
568,"Harry_Styles"
569,"https://t.co/sVc4FJ3Lqv"
570,Fri Apr 07 16:18:27 CEST 2017 - Kim - 3/6 5H3 CC1 : RT"
571,"@revivalhouis:"
572,"orgulho"
573,"dos"
574,"meus"
575,"meninos,"
576,"mal"
577,"posso"
578,"esperar"
579,"pro"
580,"liam#SignOfTheTimes"
581,"https://t.co/Z51zB55eG8"
582,Fri Apr 07 16:18:27 CEST 2017 - KC27 - somewhere in Jupiter   : RT"
583,Fri Apr 07 16:18:27 CEST 2017 - Cat -  : RT"
584,"@bestHvocals:"
585,"https://t.co/XQorjp3Waq"
586,Fri Apr 07 16:18:27 CEST 2017 - Kevin Wilkinson - Southern England, UK : .@Harry_Styles"
587,"#SignOfTheTimes..."
588,"https://t.co/AqO0Wma56m"
589,"by"
590,"#BritishGQ"
591,"via"
592,"@c0nvey"
593,Fri Apr 07 16:18:27 CEST 2017 - nath. 🌹 - 1d,Pll,,HIMYM
594,OUAT : RT"
595,"@kngcaz:"
596,""qual"
597,"foi"
598,"exatamente"
599,"parte"
600,"você"
601,"se"
602,"emocionou?""
603,"https://t.co/gNnva9VKLH"
604,Fri Apr 07 16:18:27 CEST 2017 - Kayla ♀💊 - Westchester, IL : RT"
605,"@GagaNewsShade:"
606,"BROKEN"
607,"Adeles"
608,"FASTING"
609,"TO"
610,"REACH"
611,"ITunes."
612,"It"
613,"90%"
614,"lead"
615,"on…"
616,Fri Apr 07 16:18:27 CEST 2017 - Nathaly Argüello - Guayaquil, Ecuador : RT"
617,"@TonyAguilarOfi:"
618,"Llega"
619,"ESTRENO"
620,"DEL"
621,"DIA"
622,"@Del40al1_es"
623,"DIARIO"
624,"presenta"
625,"él"
626,"mismo!!!"
627,"https://…"
628,Fri Apr 07 16:18:27 CEST 2017 - Yu. -  : RT"
629,"@Iouisfactor:"
630,"VAI"
631,"Q"
632,"TUA"
633,"LOUIS"
634,"https://t.co/j2TdheEHXO"
635,Fri Apr 07 16:18:27 CEST 2017 - Louuuuis -  : RT"
636,Fri Apr 07 16:18:27 CEST 2017 - Val - ∆ℓωαуѕ.  : RT"
637,"@ollyofficial:"
638,"What"
639,"this"
640,"👍🏻congrats"
641,"sir"
642,"https://t.co/H4QFrYIEX6"
643,Fri Apr 07 16:18:27 CEST 2017 - Tatastyles -  : RT"
644,"@ProjetoooHelp:"
645,"numero"
646,"mais"
647,"60"
648,"países."
649,Fri Apr 07 16:18:27 CEST 2017 - ️️Antonia - 33°52′04″ S  151°12′26″ O   : RT"
650,Fri Apr 07 16:18:27 CEST 2017 - ashley - OTRA 7-9-15 : RT"
651,Fri Apr 07 16:18:27 CEST 2017 - Francisca -  : #signofthetimes"
652,"https://t.co/YCZpjhlkFq"
653,Fri Apr 07 16:18:27 CEST 2017 - kiki - Where I am : RT"
654,"@creativedisc:"
655,"Single"
656,"jadi"
657,"di"
658,"Chart"
659,"US,"
660,"dan"
661,"Indonesia!"
662,"https://t.co/8qb0aCUQc5"
663,Fri Apr 07 16:18:27 CEST 2017 - fabi |-/ - Mampituba, Brasil : RT"
664,Fri Apr 07 16:18:27 CEST 2017 - Thank you Justin - São Bernardo do Campo : RT"
665,"@iIysbjungkook:"
666,"recorde"
667,"música"
668,"chegou"
669,"rápido"
670,"us,"
671,"78"
672,"países"
673,"só"
674,"tenho"
